Assignment: GS 540 HW2
Name: David Bacsik
44444116 44449099 130.72
44450941 44455981 74.02
44472103 44472862 43.80
44473314 44474470 42.02
44475623 44478771 60.54
44488090 44490136 35.05
44491858 44493139 45.46
44494367 44494903 40.45
44498640 44499409 33.35
44500442 44501243 33.54
44509031 44513268 179.44
44522886 44523651 34.42
44528888 44531230 111.05
44533759 44534323 41.96
44555530 44556487 55.47
44567078 44567600 85.05
44569139 44581909 701.16
44582783 44589678 491.14
44590141 44598079 789.52
44598976 44608786 698.70
44609652 44611600 90.12
44612488 44615312 164.26
44616397 44619066 93.79
44620185 44630742 1131.52
44632242 44634241 121.57
44637100 44638180 95.73
44647705 44650106 87.55
44651874 44653207 138.01
44663439 44665947 130.30
44669304 44672798 56.75
44674897 44676315 101.98
44687290 44688068 34.18
44700958 44703356 51.96
44705704 44707780 78.38
44712028 44713276 59.24
44726543 44730776 192.31
44734717 44735615 37.88
44736956 44738118 74.18
44739984 44741909 44.35
44743988 44744511 33.55
44745041 44748700 115.03
44749436 44750500 38.83
44751617 44755568 100.78
44758240 44759199 34.95
44761301 44761965 55.23
44762436 44763104 42.90
44768696 44769435 76.86
44773034 44774094 109.46
44781025 44782341 46.66
44784238 44809185 2714.46
44809886 44848302 4336.33
44849815 44861903 1188.72
44862406 44895241 3712.98
44896720 44899901 225.64
44900782 44928449 3248.02
44929598 44971839 5248.29
44972508 44998610 3111.57
44999213 45055670 7406.75
45058191 45076905 2364.03
45077762 45094022 1649.02
45094580 45119600 2850.53
45120381 45144719 4373.37
45145832 45156691 1366.14
45157365 45177035 1801.35
45178303 45209975 2844.92
45210785 45234915 3289.52
45235508 45306332 8017.22
45306835 45330858 3097.20
45331774 45400918 9687.78
45401467 45403033 196.73
45403562 45437786 3032.16
45438687 45468723 3619.38
45469612 45470874 70.40
45471429 45472804 87.05
45473162 45474236 59.68
45475798 45482771 768.38
45483413 45497287 1622.36
45498455 45500577 530.94
45501657 45532947 2953.15
45533475 45535380 122.75
45535862 45539739 233.90
45540222 45552164 947.06
45552769 45585446 2708.86
45585920 45601340 1354.50
45602242 45606807 290.05
45609551 45671824 21534.38
45672499 45726785 6197.63
45728264 45743601 2097.40
45744148 45766681 3741.50
45767054 45770976 612.09
45772489 45780251 631.21
45780765 45785862 741.12
45786954 45810354 2997.02
45811416 45866048 6222.94
45868075 45924606 6518.05
45925843 45928274 364.03
45929292 45949667 2978.72
45950179 45973354 2791.23
45974137 46048120 9831.88
46048867 46089417 5301.46
46090039 46100627 1231.42
46101699 46102510 41.36
46102715 46114686 1733.13
46115479 46117244 284.47
46117694 46125563 1099.10
46126312 46131639 681.03
46132505 46137126 704.08
46137778 46158150 2594.30
46158568 46159702 139.46
46162239 46166898 403.70
46167845 46178251 1010.18
46178896 46184934 571.68
46185387 46235408 5830.46
46236245 46267218 4396.61
46267780 46327256 8032.23
46328200 46332650 416.18
46333034 46366414 3283.86
46367424 46386123 1615.54
46386655 46409233 2229.17
46409903 46411916 158.76
46412566 46507249 9506.61
46507867 46569389 9238.40
46570175 46604325 5034.87
46604909 46618925 1486.82
46622563 46627790 501.18
46630152 46632800 245.55
46633356 46641230 1012.47
46642047 46653542 1341.87
46654367 46655092 74.97
46656166 46659284 219.71
46659904 46662016 252.13
46662537 46669496 770.32
46671484 46674796 145.58
46675336 46679571 617.30
46680494 46687453 638.14
46689761 46690242 40.89
46693605 46695073 166.45
46696917 46702172 627.29
46704377 46710673 791.08
46711730 46719551 876.94
46720189 46723807 449.85
46724907 46730277 419.21
46730925 46763890 3770.22
46764835 46774067 1015.53
46774514 46795314 2391.53
46795789 46800403 282.77
46801039 46805860 522.66
46806909 46851536 4824.39
46853027 46894263 5053.76
46894870 46907844 1105.37
46908847 46976149 7234.35
46976613 46978915 197.91
46979717 46985579 360.21
46986861 47037147 5234.42
47037845 47042221 385.64
47043030 47066558 2150.49
47067234 47068373 90.91
47071133 47073015 76.52
47076916 47079625 94.22
47080089 47081088 47.20
47081479 47090578 1113.62
47092090 47093937 212.02
47094418 47097060 340.24
47097676 47112883 1460.78
47113439 47132155 2312.25
47132969 47167391 3939.72
47167936 47172679 555.22
47173169 47180092 562.91
47180846 47202038 2963.12
47203551 47209760 724.97
47210662 47227418 1964.41
47228029 47228391 42.80
47228770 47232831 388.21
47233369 47296704 7667.20
47298732 47301200 241.22
47302320 47307280 608.73
47308421 47313824 605.98
47314287 47317659 361.01
47318836 47337403 1904.07
47338345 47438895 10078.45
47440053 47496788 7125.70
47497645 47516037 2193.45
47516499 47547334 3975.10
47547962 47572244 3122.45
47575304 47583325 755.90
47584335 47590093 514.81
47590988 47605471 1433.95
47606198 47639852 3639.42
47640447 47646126 550.89
47647931 47652763 589.45
47654625 47661733 743.46
47662149 47754850 10494.97
47755620 47835618 10502.27
47836042 47840677 806.99
47841734 47928282 11130.77
47929471 47939903 1063.52
47940392 47966734 2679.88
47968352 47979120 1258.84
47979729 47987503 876.82
47988155 48009439 2495.26
48009945 48034998 2874.00
48035835 48037208 204.45
48038145 48045734 615.96
48047435 48048782 187.55
48050263 48070671 2222.45
48072671 48074061 170.33
48074657 48083260 878.01
48083733 48131880 5184.78
48132377 48133005 42.98
48134262 48146100 1258.69
48146586 48153589 698.41
48154670 48162994 930.53
48163874 48172435 900.36
48173003 48194569 2142.33
48195134 48206541 1376.29
48208374 48211031 302.09
48212888 48226079 1357.62
48229492 48276446 4197.91
48279366 48334212 5808.08
48334977 48350447 1342.57
48351921 48392509 4809.08
48393191 48415890 2489.03
48416339 48423069 648.75
48424234 48474521 6126.31
48475107 48487480 1359.62
48488620 48503169 1428.46
48504005 48546070 4765.42
48547193 48553428 740.64
48553812 48555870 115.82
48557146 48585449 2962.84
48586141 48587634 139.44
48588147 48619221 3062.27
48619912 48624308 405.16
48624816 48636392 979.82
48639790 48641538 148.00
48642659 48661724 2177.37
48662277 48692420 2404.60
48692916 48699188 568.46
48699904 48703452 284.64
48704076 48712000 623.71
48712821 48721409 1080.22
48721723 48784637 6964.16
48785493 48795743 1119.82
48797615 48844119 4092.65
48844490 48852451 689.21
48853133 48901476 5343.24
48901948 48939622 3893.41
48940187 48942748 228.33
48944530 48957589 1239.26
48958312 48960392 177.32
48961063 49008416 5247.14
49009325 49021559 1055.13
49022479 49024246 160.79
49024946 49100192 7171.47
49100965 49124829 2343.61
49126553 49130322 199.86
49131912 49166704 2933.74
49167255 49172900 476.65
49173633 49197483 2277.32
49198539 49227959 2717.19
49228235 49243497 1798.52
49244545 49253409 878.35
49254064 49256366 165.30
49257126 49267846 923.96
49268382 49274152 581.72
49274667 49336649 5832.88
49338696 49415820 8356.55
49416293 49492600 9759.06
49492928 49559456 7414.18
49560298 49560578 66.76
49562222 49624006 7219.00
49627045 49642257 1887.60
49642663 49659662 1819.32
49660359 49690489 3312.00
49691173 49702198 1536.24
49702707 49794670 11602.20
49795508 49831374 3880.96
49832092 49877814 4953.56
49878174 49897487 2212.82
49898700 49921450 2596.45
49922021 49926173 621.93
49926797 49955884 3053.59
49956845 49973097 1554.04
49973539 49997002 2404.02
49997338 50037365 3527.13
50038109 50048862 435.44
50049389 50053462 307.28
50056081 50065035 567.22
50066259 50071117 354.44
50072434 50081724 851.10
50082474 50083619 126.37
50085373 50088161 118.67
50088512 50122139 2292.03
50125622 50157381 3171.70
50159426 50167254 497.07
50168204 50185341 1374.65
50186070 50192779 474.18
50193352 50195137 111.26
50196134 50222742 2166.54
50224593 50234580 852.63
50236593 50240373 137.70
50241605 50243652 174.59
50244655 50247272 125.56
50247726 50256756 575.21
50257286 50262838 455.57
50263363 50263442 34.91
50264247 50270253 421.14
50271427 50291272 1383.01
50292291 50322511 2408.82
50323034 50325549 134.24
50326773 50327249 43.75
50329322 50336569 563.00
50337635 50349774 939.21
50350385 50353353 128.31
50353748 50361266 526.55
50361839 50370588 386.10
50371272 50382489 771.73
50383131 50417288 2293.34
50417943 50418890 72.97
50419458 50436031 1270.15
50437216 50437818 36.03
50438961 50441744 106.53
50444018 50448396 263.45
50449562 50473598 1749.21
50474308 50475558 37.03
50476657 50479851 170.26
50480567 50482929 251.48
50483226 50485597 219.10
50485856 50495440 774.32
50496168 50499701 317.71
50500791 50521379 1328.37
50522391 50526922 452.44
50528292 50538722 679.84
50539769 50557688 1329.64
50559483 50560450 63.45
50561676 50563685 133.43
50564106 50565749 41.23
50566042 50586001 1354.15
50586782 50592189 250.22
50592919 50600460 523.44
50601642 50604424 200.26
50606811 50610377 266.21
50611633 50617316 405.72
50618045 50620651 120.79
50621163 50661296 2619.26
50664501 50677789 931.94
50678576 50687260 527.39
50688219 50690275 76.45
50693509 50700305 490.81
50701039 50701775 49.27
50702336 50705075 222.72
50706222 50711774 492.62
50712468 50714843 153.32
50715713 50716999 89.12
50717666 50721631 271.91
50724133 50735443 613.63
50736813 50740838 321.21
50741544 50746699 378.83
50750865 50758445 464.62
50759035 50766781 490.01
50768340 50774116 536.97
50776751 50781734 294.67
50782893 50791586 406.52
50793142 50798378 423.03
50799203 50806070 398.94
50806872 50808928 180.31
50810340 50814720 359.31
50816175 50817682 81.11
50818568 50820587 139.61
50821414 50822498 75.32
50823522 50824935 36.32
50826900 50831358 353.66
50832202 50834482 200.61
50835030 50854103 1343.28
50857017 50858251 37.84
50862836 50864050 64.41
50865435 50872639 371.35
50874503 50887351 845.69
50889381 50902599 949.80
50903248 50905012 152.30
50907358 50917341 507.03
50919013 50926066 289.30
50930422 50932192 123.74
50934100 50934808 47.90
50936351 50940395 94.95
50941291 50943045 134.02
50945895 50952112 390.20
50952775 50954048 86.08
50956051 50956704 48.29
50957864 50961354 227.86
50961810 50964383 205.06
50965074 50968124 208.84
50968732 50969822 75.31
50970728 50976766 267.44
50977432 50980349 210.85
50980933 50981944 62.90
50984689 50998067 662.44
50999077 51009056 537.23
51009926 51017812 370.96
51018608 51022198 403.39
51024542 51025008 60.81
51026589 51027501 72.29
51032814 51034043 87.75
51034494 51041054 300.50
51042676 51045068 126.94
51046087 51047788 58.67
51049717 51054416 383.27
51055359 51058123 105.16
51058834 51065876 579.39
51067397 51070227 177.82
51070898 51077487 486.58
51078222 51088336 467.98
51089302 51090525 84.10
51091624 51100542 401.76
51102667 51108584 350.81
51109234 51111176 137.87
51112994 51115741 151.68
51116413 51118547 69.48
51119071 51119949 43.06
51122362 51129808 619.23
51131723 51133862 99.40
51134636 51135677 64.25
51136294 51146143 476.30
51147032 51158009 484.29
51160454 51164761 175.52
51165743 51166460 41.12
51167301 51172149 290.64
51173777 51176418 161.17
51178843 51191978 1512.31
51192430 51197065 373.93
51200376 51201624 44.42
51206285 51216480 398.07
51216991 51220771 287.37
51221477 51222895 93.58
51223717 51229262 348.81
51230556 51233546 157.51
51234602 51237770 254.29
51238406 51239404 81.18
51240146 51242739 74.51
51243269 51250774 308.43
51252568 51255947 116.57
51256438 51261363 296.85
51261866 51271529 715.86
51272215 51277015 317.68
51279720 51289869 646.05
51290765 51292197 52.17
51294649 51295931 115.29
51297783 51300120 69.84
51301442 51303028 105.35
51305131 51317366 523.60
51320967 51324229 228.57
51324736 51326320 103.21
51328359 51329505 69.79
51330685 51341896 636.61
51343408 51344438 68.97
51345161 51346321 62.50
51346880 51351846 139.67
51352450 51355412 141.23
51356839 51362750 328.76
51366248 51367527 62.41
51368109 51370213 164.06
51371133 51375419 232.49
51379564 51384877 350.87
51386597 51394557 433.45
51398129 51401637 223.18
51403530 51404683 109.83
51405458 51408890 127.35
51413244 51415756 154.64
51417799 51423663 451.38
51424543 51429405 362.18
51430560 51434337 417.64
51434838 51435467 35.80
51435893 51439443 289.66
51442754 51449824 332.56
51451061 51453664 181.94
51454756 51459697 464.47
51464569 51466771 107.70
51467712 51473069 386.28
51473706 51482194 383.02
51482750 51483496 75.28
51484139 51490584 406.10
51493966 51507204 912.41
51507678 51510329 149.84
51511603 51523022 736.30
51524660 51525448 81.47
51527552 51530131 71.63
51531330 51541917 491.35
51542403 51552849 681.13
51553704 51561441 605.26
51563251 51565991 95.24
51567220 51570832 368.58
51573360 51575353 125.53
51576116 51578281 613.58
51579215 51580926 112.88
51581703 51583038 86.65
51585717 51587061 47.73
51588635 51591105 74.02
51592774 51593250 41.09
51595745 51599450 267.71
51602397 51603625 109.28
51606344 51607757 91.02
51608819 51614879 337.05
51618746 51622360 162.11
51624255 51627667 189.66
51628537 51630975 114.08
51632346 51633422 79.88
51634557 51635618 65.15
51636613 51642742 287.99
51644821 51651402 253.27
51651974 51652717 107.47
51655144 51656172 34.92
51657444 51658906 125.59
51659880 51661401 45.54
51662145 51668269 272.14
51668841 51686204 1058.07
51686813 51687351 33.83
51687917 51692505 270.78
51693738 51694510 50.83
51696173 51696915 61.43
51699050 51702723 89.00
51705689 51709417 290.78
51710232 51713457 149.18
51714905 51721467 339.86
51722034 51726237 346.09
51728208 51728773 57.56
51730219 51735284 171.29
51736740 51740669 175.01
51742044 51748172 427.27
51748895 51751164 137.65
51752521 51755017 84.30
51757236 51760780 252.43
51761900 51764574 200.49
51766341 51772348 205.35
51773023 51779142 352.35
51779962 51792640 638.80
51793389 51800583 363.85
51801798 51805738 444.14
51807824 51822924 1020.52
51823878 51830032 656.82
51831340 51831789 40.04
51832306 51834920 63.73
51835565 51838356 210.09
51839105 51845614 480.31
51846965 51849223 104.32
51851654 51859685 607.91
51860556 51882591 1009.68
51883486 51885522 87.04
51886183 51888471 230.60
51892992 51897844 260.50
51898573 51903474 379.96
51907354 51908682 46.34
51909526 51915312 452.81
51916101 51918007 69.30
51919157 51926020 437.03
51926823 51937913 736.23
51939237 51949065 588.14
51950720 51951401 47.14
51953241 51957861 215.30
51958458 51964385 340.38
51966272 51968113 198.74
51968658 51974703 495.36
51978231 51982570 408.57
51983242 51986518 211.87
51988151 51995077 802.41
51995604 51997523 91.55
51998189 52004410 257.99
52005083 52014351 503.99
52018219 52024552 336.14
52026922 52028922 174.24
52029674 52036390 614.55
52038723 52039364 33.86
52039873 52042005 102.69
52043164 52045624 57.14
52050054 52062812 1036.49
52063288 52071159 675.54
52072403 52095383 1312.25
52096469 52097186 48.45
52099419 52105950 192.70
52106538 52109885 400.10
52110753 52116921 489.67
52118249 52119034 71.08
52119822 52120894 72.00
52123919 52125512 49.63
52126445 52128869 229.14
52129951 52136032 266.50
52137825 52139524 95.01
52140187 52142232 89.12
52142929 52150883 809.04
52151650 52154164 136.16
52154642 52157004 94.10
52158199 52170129 1114.46
52170824 52171955 119.07
52172629 52176946 238.97
52178714 52194878 1098.80
52199258 52211751 1220.76
52212788 52215879 237.46
52216759 52217349 46.12
52219240 52222731 220.60
52224301 52228229 242.05
52228837 52232241 237.78
52232877 52233504 52.94
52237363 52240673 340.30
52241126 52241822 85.96
52242309 52247123 416.96
52249367 52257197 468.63
52257739 52269457 832.99
52269864 52281534 661.57
52282372 52295448 812.54
52296348 52309400 718.49
52309936 52311437 110.66
52312092 52315781 317.80
52319633 52320143 35.36
52320558 52322543 153.87
52324340 52325562 113.67
52327071 52339687 879.12
52340939 52351810 790.46
52352542 52377551 1966.64
52378625 52385033 371.51
52389050 52392721 217.08
52393675 52400398 635.58
52401022 52412172 1017.22
52412910 52414270 110.79
52415031 52420137 223.29
52421928 52430419 492.99
52430997 52431991 34.80
52433498 52436774 387.89
52438211 52440016 127.85
52442291 52443762 98.03
52446009 52459373 772.65
52460452 52469128 471.95
52469464 52471096 134.05
52471794 52473874 95.17
52474522 52494343 1667.25
52494989 52500993 354.53
52501937 52511080 493.04
52512742 52522814 964.19
52524216 52527743 310.39
52528486 52543713 1133.36
52544378 52548428 197.06
52549397 52554387 296.15
52555245 52562997 602.10
52563743 52585508 1805.98
52586796 52606692 1541.02
52607385 52611125 260.26
52612314 52617856 542.94
52618579 52625001 360.55
52625763 52641827 867.75
52642452 52644275 186.62
52645100 52663503 1519.17
52664459 52672788 920.06
52675255 52688341 823.54
52688944 52732892 2900.67
52733801 52749617 1591.91
52750348 52751870 150.89
52752474 52773881 1995.79
52774335 52775313 248.94
52775965 52780909 506.32
52783193 52785080 227.11
52787139 52801462 821.65
52802509 52828836 1957.64
52830318 52865151 3405.17
52865705 52875543 879.63
52876297 52879567 183.00
52880058 52887553 625.90
52888235 52895324 623.53
52897939 52904159 916.24
52905404 52977752 7242.78
52978374 52998458 1971.90
52999090 53013110 1218.42
53014127 53018000 323.23
53018586 53041335 2152.59
53042230 53044703 249.32
53045064 53045619 37.34
53046250 53055875 925.92
53056393 53068814 774.57
53069458 53074695 418.74
53075743 53078392 174.03
53079155 53083315 205.79
53084085 53087372 261.10
53088026 53105228 1429.25
53106904 53111985 450.39
53114155 53121491 433.62
53122307 53130343 210.03
53131615 53133447 141.73
53134691 53136046 190.28
53136784 53161789 1897.03
53162198 53195851 3304.30
53196416 53204954 677.60
53205258 53245293 4288.73
53246219 53315570 8800.58
53316435 53342024 3291.37
53343640 53463431 16214.22
53465488 53467467 271.88
53468064 53498171 3636.41
53499723 53508987 1160.17
53509770 53524760 2111.49
53526086 53577976 6440.63
53579077 53579496 69.92
53585111 53585578 49.25
53586061 53618465 4076.87
53619542 53636891 2158.14
53637525 53671365 3887.39
53672080 53676405 314.30
53676863 53677553 42.40
53678147 53680510 309.50
53681309 53752108 8929.00
53752583 53759236 801.07
53759681 53822443 7626.27
53823404 53828261 605.32
53828800 53838714 1438.98
53839211 53867511 3629.93
53869703 53875936 572.83
53876790 53916797 5160.15
53917312 53922750 550.65
53923269 53926793 476.83
53927684 53930650 263.32
53931170 53933732 188.48
53934389 53940634 675.27
53941028 53956329 1961.40
53957006 54004756 5658.69
54005250 54061421 5649.34
54062143 54076786 1763.84
54077963 54082898 402.01
54084041 54085743 168.84
54086188 54092813 635.85
54093866 54127560 3658.15
54129082 54150328 2334.51
54150800 54247852 11136.37
54248378 54253119 634.00
54253631 54265630 1417.14
54266054 54266504 59.52
54266956 54267918 61.83
54269034 54269467 58.15
54270816 54319580 4803.19
54320369 54350525 2982.37
54351169 54375378 2577.16
54376116 54384141 829.31
54384691 54462226 8254.12
54462738 54463415 57.90
54464674 54468328 360.26
54469057 54488032 1486.10
54488676 54580629 9995.09
54581142 54598636 2008.88
54599112 54623132 2885.76
54623616 54637225 2037.07
54637619 54665577 3927.99
54665992 54669816 530.73
54675326 54705041 4339.21
54706185 54853337 20577.52
54853854 54910446 7441.77
54912251 54923898 783.94
54924317 54942169 1837.66
54943556 54958178 1846.06
54959027 54990723 4168.81
54991718 54995479 360.59
54996108 55017902 2550.19
55018603 55030479 1381.99
55030797 55037592 627.55
55038285 55054938 1681.88
55055710 55083667 3316.76
55084519 55089575 693.52
55092943 55122804 3528.20
55124667 55130132 656.54
55131118 55136315 517.47
55136923 55162158 3099.23
55163671 55208336 5994.20
55210196 55257731 5755.71
55258333 55329905 8520.92
55330259 55333293 356.51
55334910 55490704 20567.76
55491502 55626040 16458.08
55626512 55687586 7938.99
55689912 55694658 543.49
55696168 55751371 7426.25
55751939 55757837 702.47
55759961 55764253 432.32
55765649 55860517 12183.30
55861095 55874892 1698.01
55876207 55923422 5694.98
55923740 55924122 36.37
55925023 55939022 1585.02
55939690 55951837 1143.03
55952348 55962641 1241.28
55963332 56031925 8191.18
56033221 56035482 286.51
56036030 56064631 3486.24
56066052 56151252 10298.70
56152588 56160316 1088.80
56161924 56180940 2685.80
56181961 56219298 3986.34
56220580 56235403 1779.63
56235949 56281009 5944.86
56281333 56302033 2464.99
56302901 56306088 466.77
56306579 56366663 7166.47
56367186 56401532 3261.24
56402370 56409595 710.42
56410323 56429369 2059.05
56430097 56527066 11525.15
56527419 56554330 2332.33
56555373 56564836 1011.99
56565985 56591097 3675.58
56592230 56609001 2072.18
56609784 56640701 4233.63
56641198 56750448 11501.43
56750913 56782288 2739.19
56783372 56803357 1522.04
56804501 56833013 1983.37
56834325 56841165 708.85
56841744 56846190 258.05
56846930 56848715 172.93
56849170 56851401 299.12
56852311 56852879 51.67
56853313 56855972 167.28
56856680 56862503 365.85
56863167 56877903 1074.80
56878442 56893245 1099.22
56894388 56900843 367.06
56901641 56913940 850.97
56914483 56954606 3875.44
56956968 56995050 3276.25
56995471 57014378 1396.28
57015437 57044701 2514.13
57045364 57069449 2466.80
57069871 57084253 1176.70
57084892 57119458 2456.62
57119811 57148169 2261.03
57148766 57168492 1454.47
57169249 57183522 1245.65
57184447 57212826 2491.52
57213387 57297596 7548.93
57298213 57306424 473.07
57306824 57313142 543.83
57314424 57332925 1374.57
57333457 57336109 155.64
57336960 57351769 755.12
57352394 57385647 2861.89
57386689 57408669 2402.69
57409990 57460521 6568.50
57461158 57470647 1309.91
57472175 57482535 1234.27
57483087 57519748 4638.50
57520229 57576846 5743.08
57578171 57628340 5417.30
57629203 57646036 1403.33
57647761 57658409 926.97
57659928 57673206 1190.83
57673612 57696662 2264.43
57698049 57827368 12463.59
57827850 57865816 3099.15
57866566 57883199 1034.01
57884235 57895042 653.27
57896670 57913076 1485.60
57913550 57985629 6721.32
57986311 58099225 15666.58
58099647 58102912 579.29
58105797 58126115 2218.96
58126827 58155796 4003.40
58156605 58177009 2864.96
58179326 58195866 1621.98
58198380 58226754 2975.07
58227812 58245539 1594.65
58246234 58328983 7878.26
58329541 58354040 2211.54
58354557 58357067 265.72
58357571 58426474 6664.15
58427331 58440095 1391.42
58441060 58442314 99.23
58443500 58446390 297.38
58446726 58469006 3711.90
58470005 58496987 2905.60
58497606 58498745 102.57
58499331 58517235 1953.22
58517688 58538976 1830.09
58540697 58554726 1225.07
58555639 58579864 2692.18
58581526 58588895 818.86
58589627 58603131 1426.71
58603748 58627955 2848.70
58629978 58655494 2961.67
58656170 58677281 2236.38
58678346 58685555 680.06
58686586 58690634 508.48
58691507 58699017 753.23
58699504 58722499 2276.61
58723133 58739381 1327.65
58740029 58822378 7136.71
58823014 58830454 541.02
58831116 58834449 255.66
58836295 58859695 1589.62
58860167 58866232 541.80
58867190 58879318 1081.12
58879811 58902726 2124.11
58903395 58912188 643.29
58912662 58933801 1617.17
58934789 58944696 991.32
58945310 58945649 35.79
58946393 58950586 334.44
58951074 58952448 103.13
58953279 58958362 403.12
58959033 58959427 54.40
58961844 58962274 51.73
58963496 58963915 33.45
58964447 58989131 2076.64
58990528 59028353 2147.01
59028979 59034275 365.48
59034977 59054271 1673.05
59054920 59055356 55.73
59056508 59071315 1339.55
59071856 59080253 751.43
59081007 59084084 333.00
59085132 59103784 1578.25
59104816 59106133 56.58
59107318 59111971 377.79
59112408 59123012 1027.38
59123705 59144147 1574.56
59145075 59147454 175.21
59148433 59151597 270.12
59152665 59154272 208.72
59155102 59188987 3436.07
59189981 59190566 45.53
59192937 59196818 334.60
59198650 59216025 1798.27
59216481 59234096 1574.97
59235070 59240796 398.26
59241630 59360080 10928.60
59360728 59434276 8053.30
59435221 59472950 3734.84
59475157 59476231 84.56
59478502 59479485 60.63
59481000 59481611 41.75
59483374 59485473 194.14
59491621 59506070 1514.46
59506622 59528782 2333.27
59530269 59531587 91.44
59532460 59533384 53.85
59534647 59539143 451.75
59540105 59561980 2194.47
59562480 59582740 2046.36
59583129 59604295 2177.18
59604914 59607574 267.07
59610074 59613077 245.95
59614506 59623814 839.69
59627178 59653717 2304.98
59654802 59682110 2990.51
59682922 59689490 438.63
59689769 59691403 51.09
59692211 59700019 564.69
59700850 59733213 2306.71
59734060 59763781 2466.25
59764700 59781106 1367.84
59782278 59810922 2199.67
59811529 59823279 1183.15
59823803 59842510 1528.61
59843213 59860657 1178.67
59861779 59863658 186.48
59865952 59866671 45.57
59867199 59870347 263.01
59870798 59881153 814.90
59881728 59899360 1058.43
59899795 59914823 1128.43
59917011 59925409 730.70
59926191 59935098 697.76
59935645 59938286 254.36
59938845 59989403 3818.68
59990079 60000340 618.31
60000828 60013931 1178.81
60014689 60025995 790.01
60026529 60048523 1639.13
60049770 60067649 1500.10
60068168 60092902 1954.20
60093591 60098426 212.05
60099005 60124986 2056.70
60125553 60139198 1017.80
60139781 60142198 159.88
60143612 60150222 603.12
60150751 60205893 5835.82
60206639 60215153 824.57
60217961 60224673 633.62
60225297 60253169 2417.82
60254519 60287196 3355.52
60288884 60313194 4674.32
60313939 60374511 11596.42
60374994 60375925 40.79
60376667 60380004 254.84
60380480 60390339 600.80
60390766 60403491 1362.20
60403777 60404345 59.21
60405252 60417947 894.97
60418719 60442218 2317.36
60443050 60486768 4336.57
60487341 60552731 5663.68
60553572 60555070 114.81
60557076 60564547 601.79
60565007 60579191 895.50
60580287 60592959 1007.05
60593655 60611734 1496.45
60612373 60704426 8793.90
60706012 60722671 1494.93
60723207 60729582 565.64
60731009 60743640 1216.21
60744731 60757047 1065.19
60758402 60766818 606.00
60767661 60780955 825.41
60782331 60806668 2619.25
60807135 60885225 8127.54
60885952 60890692 512.36
60891285 60906459 1525.04
60907244 60934332 2321.23
60934629 60939789 552.56
60940364 61015443 7707.59
61015868 61043206 2475.27
61044265 61054607 849.62
61055937 61082812 2303.90
61084031 61086142 95.27
61086920 61091948 302.68
61094318 61104605 799.99
61105171 61141812 2964.40
61142360 61144620 215.55
61145152 61146076 70.92
61147473 61149738 101.82
61151862 61157852 230.35
61159826 61175638 1389.09
61176152 61195191 1317.13
61195800 61199104 153.92
61199556 61200531 79.09
61201267 61220629 1222.15
61222345 61244561 1743.50
61245077 61260987 1152.87
61261953 61285255 1349.37
61286169 61287904 136.77
61288365 61297712 726.18
61298601 61328963 3069.12
61329817 61340113 951.01
61340949 61386101 4440.63
61387181 61402091 1044.29
61402696 61414362 913.99
61414995 61514654 11547.70
61516606 61522631 766.53
61524487 61533586 831.94
61534806 61539842 439.96
61540217 61553666 1105.05
61555212 61574104 1699.45
61575029 61577071 110.52
61577821 61600130 2711.59
61601037 61615499 1443.63
61616008 61625723 1165.16
61626385 61627705 60.83
61628666 61636529 909.75
61636927 61678315 5009.97
61678736 61698948 2481.57
61700760 61775239 9800.19
61778529 61816931 3635.40
61817765 61818378 85.04
61819408 61836692 1579.43
61837448 61850758 1322.87
61852110 61919515 8078.72
61920741 61940452 2187.85
61940782 61959660 2246.11
61960106 61963975 397.33
61964305 61972302 824.08
61973052 62023113 5391.90
62024530 62038342 1376.52
62039579 62048667 1078.13
62049183 62065569 1789.29
62066588 62070307 406.30
62070986 62075511 623.31
62076543 62134656 6246.57
62134874 62206827 9950.75
62207995 62339866 17256.34
62340934 62384972 5452.52
62385522 62407293 2409.35
62408676 62410674 277.20
62460803 62489654 2821.38
62489993 62501551 1013.86
62503321 62569081 6979.09
62569590 62581819 938.97
62582521 62601630 1258.98
62602198 62617688 1325.93
62618648 62627469 921.92
62628353 62657572 2550.03
62658729 62673937 900.06
62674436 62711377 3688.21
62713093 62720951 783.93
62722060 62739037 1845.84
62740119 62760223 1910.21
62760728 62769632 771.99
62770206 62774440 332.84
62775279 62775645 47.27
62777901 62813000 3733.01
62813649 62828486 1452.97
62828977 62832820 502.98
62833550 62862547 3178.19
62863206 62870398 382.37
62871194 62894653 1648.93
62895206 62914871 1838.47
62916018 62942241 3243.59
62942766 62971212 2734.51
62972400 63052086 8998.92
63053527 63076118 2592.38
63076476 63082649 792.71
63083874 63096619 1338.54
63097138 63133228 4429.51
63133694 63401358 34849.45
63402258 63424151 2759.34
63424673 63479899 7313.68
63480812 63484359 278.61
63485027 63490931 821.70
63491432 63533353 3938.44
63533950 63540251 825.56
63540775 63555089 1458.02
63558286 63563741 419.54
63564245 63574419 713.28
63574905 63589462 1402.09
63590102 63656363 6531.04
63656751 63673084 1334.60
63673849 63734341 6396.02
63734828 63737408 116.76
63738360 63762709 1948.57
63764092 63765078 41.04
63765749 63774569 518.98
63775255 63784488 614.40
63785061 63807692 2014.82
63808300 63816590 585.55
63819340 63831751 1251.82
63833894 63847283 903.58
63848795 63858595 710.27
